id	Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
820110B1	30.1474048792866	29.6422486249708	29.3080689269472	28.3019249399999	27.3031926288528	26.1853050393805	25.8103975377618	25.7536817952487	24.4321258083075	23.9032930564633
820111B1	29.873716489719	29.2919604193709	29.0270433790363	27.9731118204187	26.909982818994	25.7620732655163	25.4396840087646	25.4683566726382	24.310088414566	23.4618125971807
820112B1	29.9577461662134	29.3427406462727	29.1320019374395	28.0723726588886	27.0957190263068	25.994382382116	25.5884618077429	25.6770769945261	24.4018033991729	23.9710231379104
820113B1	29.959819997487	29.3970599980197	29.0799645881434	28.0182835768766	27.1605165679914	26.0007817155693	25.5996784163262	25.5302490483707	24.1452292787776	23.8839457045179
820114B1	29.6193816318891	29.0657900407816	28.7480871254206	27.6221555310162	26.7326655068059	25.608477678004	25.2217496303792	25.2327262990728	23.7686248999685	23.3287532522357
820115B1	31.142392088105	30.7562199510754	30.5297230961596	29.4793222573475	28.6375205205684	27.5638183692415	27.2354655226891	27.3064833739149	26.0926542046569	25.8210390651658
820116B1	30.2644443004768	29.7040272980024	29.4801742967354	28.498107379389	27.5344060700017	26.4348472497218	26.2981038664775	26.3526128311342	25.2807427258918	24.7380426342019
820117B1	33.6503422312217	33.3443583704167	32.8914102936189	31.740588940022	30.6904342760101	29.4834159802246	28.4065197712135	28.1631441505419	26.1445312394368	25.659987631965
820118B1	30.6900000102244	30.7011487863022	30.5692607303913	29.6544803023026	28.8810943037073	27.8018389912605	27.28883607941	27.427595681985	26.0737005397801	25.6002249523747
820119B1	30.307965320407	29.8393599177021	29.6080893775063	28.5781999975899	27.6709716576541	26.5287511530797	26.3471116343153	26.3108930293239	25.2823268912842	24.9757761273389
820120B1	28.6805999513644	28.1640255664769	27.7592642702258	26.5874109991166	25.662375128651	24.6601517891837	24.0732090074756	24.1008092730468	22.7357755605319	22.252837413181
930001D1	35.7199491768378	35.8354341848705	35.7350993470476	35.0590729840233	34.7485125506655	34.2407289606268	33.781190594626	33.9673646348847	32.7115657345168	31.556123670302
930002D1	36.0970988038348	36.2485708477847	36.1593085308055	35.5372935251729	35.1748941020218	34.6759551242393	34.2398055356018	34.3978753400518	33.4902143882387	32.601157049863
930003D1	34.1227241968447	34.0112527829104	33.7346214431307	32.8685890176002	31.9318297991336	31.0259247924774	30.2928665094921	30.013324952752	26.5839188296354	25.6562406472748
930004D1	34.0869204716923	33.9762284037123	33.7032416058099	32.8221572925101	31.8813039174016	30.9368025890956	30.1284152903593	29.9148105154474	26.3627028942346	25.3520603996459
930005D1	31.8540600597827	31.2541166281932	31.1041619015156	30.4926240902487	29.8698402470354	29.4303778184826	29.4909521695968	29.1611426381616	28.4482511652704	27.4613687146194
930006D1	33.690806602901	33.6292369453291	33.294434858847	32.5504735728781	31.6371898636587	30.8935759011418	30.4726509548357	30.288735099141	28.3802081300046	27.1472009597924
930007D1	34.9048062768763	34.789092435406	34.4652076030964	33.8586956059458	33.1889473061482	32.8088593405635	32.6318963223765	32.0046223813692	30.7322525879927	29.2179866916012
930008D1	30.5242591846776	30.0972413473065	29.8167825555027	29.1168250977889	28.2001753862084	27.4718123373733	27.0925221130781	26.8112126341687	25.3864434272663	24.8085114429053
930009D1	33.7289514579236	33.720505040554	33.3852089778733	32.6568353867389	31.7648173100704	31.039999804957	30.5399320286182	30.0602017842653	28.4069281911942	27.5199912568228
930010D1	32.7288754566045	32.6296061957685	32.111195531869	31.1920283646534	30.0067406543676	29.272207781509	28.75732460383	27.4453110595941	25.1276560525057	23.967336458675
310167T3	28.8210725327356	28.4192971130008	28.154899930496	27.4437914944329	26.7784886152111	26.0796525816347	25.61524619174	25.2128043553696	24.1485065423317	23.4719834090642
